user_id,group,content_segment,event,day_since_start
76,test,All,purchase_quarterly,12
76,test,All,renew,30
77,test,Podcast,add_to_playlist,8
77,test,Podcast,add_to_playlist,16
77,test,Podcast,add_to_playlist,24
77,test,All,purchase_quarterly,28
77,test,All,renew,30
78,control,All,purchase_monthly,1
78,control,Music,add_to_playlist,11
78,control,Music,add_to_playlist,12
78,control,Music,add_to_playlist,14
78,control,Music,add_to_playlist,17
78,control,All,start_premium_trial,27
78,control,All,renew,30
79,control,Podcast,add_to_playlist,4
79,control,All,start_premium_trial,8
79,control,All,purchase_monthly,9
79,control,Podcast,add_to_playlist,18
79,control,All,cancel,30
80,test,Podcast,add_to_playlist,7
80,test,Podcast,add_to_playlist,17
80,test,All,start_premium_trial,17
80,test,All,purchase_monthly,18
80,test,Podcast,add_to_playlist,22
80,test,All,renew,30
81,control,Music,add_to_playlist,7
81,control,Music,add_to_playlist,8
81,control,Music,add_to_playlist,14
81,control,Music,add_to_playlist,24
81,control,All,start_premium_trial,25
81,control,All,purchase_monthly,25
81,control,Music,add_to_playlist,28
81,control,All,renew,30
82,control,Podcast,add_to_playlist,7
82,control,Podcast,add_to_playlist,12
82,control,Podcast,add_to_playlist,25
82,control,Podcast,add_to_playlist,30
83,control,Podcast,add_to_playlist,23
83,control,Podcast,add_to_playlist,24
83,control,Podcast,add_to_playlist,29
84,control,All,start_premium_trial,18
84,control,All,purchase_monthly,20
84,control,All,renew,30
85,test,Podcast,add_to_playlist,4
85,test,Podcast,add_to_playlist,7
85,test,All,purchase_monthly,26
85,test,All,renew,30
86,test,Music,add_to_playlist,3
86,test,Music,add_to_playlist,5
86,test,Music,add_to_playlist,15
86,test,All,start_premium_trial,20
86,test,All,purchase_monthly,21
86,test,Music,add_to_playlist,26
86,test,All,renew,30
87,test,All,start_premium_trial,3
87,test,All,purchase_quarterly,3
87,test,Podcast,add_to_playlist,7
87,test,All,renew,30
88,test,Music,add_to_playlist,3
88,test,All,start_premium_trial,22
88,test,All,purchase_monthly,22
88,test,Music,add_to_playlist,23
88,test,All,cancel,30
89,test,All,start_premium_trial,2
89,test,All,purchase_quarterly,3
89,test,Mix,add_to_playlist,7
89,test,Mix,add_to_playlist,30
89,test,All,renew,30
90,control,All,start_premium_trial,2
90,control,All,purchase_monthly,2
90,control,Mix,add_to_playlist,6
90,control,Mix,add_to_playlist,15
90,control,Mix,add_to_playlist,18
90,control,Mix,add_to_playlist,20
90,control,Mix,add_to_playlist,22
90,control,All,renew,30
91,control,Music,add_to_playlist,8
91,control,Music,add_to_playlist,12
91,control,Music,add_to_playlist,14
91,control,All,start_premium_trial,19
91,control,All,purchase_annual,19
91,control,Music,add_to_playlist,22
91,control,Music,add_to_playlist,23
91,control,All,renew,30
92,test,Podcast,add_to_playlist,4
92,test,Podcast,add_to_playlist,11
92,test,Podcast,add_to_playlist,18
92,test,Podcast,add_to_playlist,21
92,test,All,start_premium_trial,28
92,test,All,purchase_monthly,28
92,test,All,renew,30
93,control,All,start_premium_trial,25
93,control,All,purchase_monthly,25
93,control,Music,add_to_playlist,27
93,control,Music,add_to_playlist,28
93,control,Music,add_to_playlist,29
93,control,All,renew,30
94,test,Podcast,add_to_playlist,3
94,test,All,start_premium_trial,19
94,test,All,purchase_monthly,20
94,test,All,renew,30
95,test,All,start_premium_trial,3
95,test,All,purchase_monthly,3
95,test,Music,add_to_playlist,5
95,test,Music,add_to_playlist,6
95,test,Music,add_to_playlist,24
95,test,Music,add_to_playlist,27
95,test,All,renew,30
96,test,Podcast,add_to_playlist,8
96,test,All,start_premium_trial,9
96,test,All,purchase_monthly,9
96,test,Podcast,add_to_playlist,29
96,test,All,cancel,30
97,test,Mix,add_to_playlist,1
97,test,All,start_premium_trial,19
97,test,All,purchase_monthly,19
97,test,Mix,add_to_playlist,27
97,test,All,renew,30
98,control,Mix,add_to_playlist,4
98,control,All,start_premium_trial,4
98,control,All,purchase_monthly,4
98,control,Mix,add_to_playlist,28
98,control,All,renew,30
99,test,Music,add_to_playlist,1
99,test,All,start_premium_trial,5
99,test,All,purchase_monthly,6
99,test,Music,add_to_playlist,16
99,test,All,renew,30
100,control,Music,add_to_playlist,3
100,control,All,start_premium_trial,5
100,control,All,purchase_monthly,5
100,control,Music,add_to_playlist,8
100,control,Music,add_to_playlist,21
100,control,Music,add_to_playlist,24
100,control,Music,add_to_playlist,25
100,control,All,renew,30
101,control,Podcast,add_to_playlist,7
101,control,All,start_premium_trial,9
101,control,All,purchase_monthly,10
101,control,All,cancel,30
102,control,Music,add_to_playlist,1
102,control,Music,add_to_playlist,2
102,control,Music,add_to_playlist,3
102,control,Music,add_to_playlist,6
102,control,Music,add_to_playlist,10
102,control,Music,add_to_playlist,12
102,control,All,start_premium_trial,14
102,control,All,purchase_monthly,15
102,control,All,renew,30
103,test,Podcast,add_to_playlist,9
103,test,All,start_premium_trial,23
103,test,All,purchase_monthly,24
103,test,Podcast,add_to_playlist,27
103,test,All,renew,30
104,control,All,purchase_monthly,8
104,control,All,start_premium_trial,14
104,control,Music,add_to_playlist,26
104,control,All,renew,30
105,control,Podcast,add_to_playlist,4
105,control,All,start_premium_trial,5
105,control,All,purchase_monthly,5
105,control,Podcast,add_to_playlist,9
105,control,Podcast,add_to_playlist,18
105,control,Podcast,add_to_playlist,20
105,control,Podcast,add_to_playlist,22
105,control,Podcast,add_to_playlist,26
105,control,All,cancel,30
106,control,Music,add_to_playlist,12
106,control,Music,add_to_playlist,21
106,control,All,start_premium_trial,21
106,control,All,purchase_monthly,22
106,control,Music,add_to_playlist,23
106,control,All,cancel,30
107,control,Music,add_to_playlist,29
108,test,All,start_premium_trial,5
108,test,All,purchase_monthly,5
108,test,Mix,add_to_playlist,6
108,test,Mix,add_to_playlist,9
108,test,Mix,add_to_playlist,16
108,test,Mix,add_to_playlist,17
108,test,Mix,add_to_playlist,29
108,test,All,renew,30
109,control,Music,add_to_playlist,4
109,control,All,start_premium_trial,6
109,control,All,purchase_monthly,6
109,control,All,cancel,30
110,control,All,start_premium_trial,9
110,control,Music,add_to_playlist,10
110,control,All,purchase_monthly,10
110,control,Music,add_to_playlist,18
110,control,All,cancel,30
111,test,All,start_premium_trial,5
111,test,All,purchase_annual,6
111,test,Music,add_to_playlist,24
111,test,Music,add_to_playlist,28
111,test,Music,add_to_playlist,29
111,test,All,renew,30
112,control,Music,add_to_playlist,6
112,control,All,start_premium_trial,9
112,control,All,purchase_monthly,9
112,control,All,renew,30
113,test,Music,add_to_playlist,4
113,test,All,start_premium_trial,5
113,test,All,purchase_monthly,5
113,test,Music,add_to_playlist,27
113,test,Music,add_to_playlist,28
113,test,All,renew,30
114,control,Mix,add_to_playlist,5
114,control,Mix,add_to_playlist,8
115,test,All,start_premium_trial,1
115,test,Podcast,add_to_playlist,3
115,test,All,purchase_monthly,4
115,test,Podcast,add_to_playlist,12
115,test,All,renew,30
116,control,All,start_premium_trial,5
116,control,All,purchase_monthly,5
116,control,Mix,add_to_playlist,12
116,control,Mix,add_to_playlist,17
116,control,Mix,add_to_playlist,19
116,control,All,renew,30
117,test,Podcast,add_to_playlist,6
117,test,All,start_premium_trial,13
117,test,All,purchase_quarterly,14
117,test,Podcast,add_to_playlist,22
117,test,Podcast,add_to_playlist,28
117,test,All,renew,30
118,test,All,purchase_quarterly,3
118,test,Podcast,add_to_playlist,4
118,test,Podcast,add_to_playlist,5
118,test,All,start_premium_trial,11
118,test,Podcast,add_to_playlist,19
118,test,All,renew,30
119,test,Music,add_to_playlist,16
119,test,All,start_premium_trial,18
119,test,Music,add_to_playlist,19
119,test,All,purchase_monthly,19
119,test,Music,add_to_playlist,20
119,test,Music,add_to_playlist,24
119,test,All,renew,30
120,test,Music,add_to_playlist,14
121,control,Podcast,add_to_playlist,1
121,control,Podcast,add_to_playlist,8
121,control,Podcast,add_to_playlist,22
122,control,Music,add_to_playlist,2
122,control,All,purchase_monthly,6
122,control,All,start_premium_trial,10
122,control,Music,add_to_playlist,21
122,control,Music,add_to_playlist,24
122,control,Music,add_to_playlist,25
122,control,Music,add_to_playlist,28
122,control,All,cancel,30
123,test,Podcast,add_to_playlist,5
123,test,All,start_premium_trial,10
123,test,All,purchase_monthly,10
123,test,Podcast,add_to_playlist,14
123,test,Podcast,add_to_playlist,18
123,test,Podcast,add_to_playlist,30
123,test,All,cancel,30
124,test,All,start_premium_trial,4
124,test,All,purchase_quarterly,4
124,test,Music,add_to_playlist,7
124,test,Music,add_to_playlist,26
124,test,Music,add_to_playlist,30
124,test,All,renew,30
125,test,All,purchase_monthly,9
125,test,Music,add_to_playlist,11
125,test,All,start_premium_trial,28
125,test,Music,add_to_playlist,29
125,test,Music,add_to_playlist,30
125,test,All,renew,30
126,test,Music,add_to_playlist,1
126,test,All,start_premium_trial,6
126,test,All,purchase_monthly,6
126,test,Music,add_to_playlist,11
126,test,Music,add_to_playlist,12
126,test,Music,add_to_playlist,27
126,test,All,renew,30
127,test,Podcast,add_to_playlist,12
127,test,Podcast,add_to_playlist,23
127,test,All,start_premium_trial,23
127,test,All,purchase_monthly,23
127,test,Podcast,add_to_playlist,26
127,test,All,cancel,30
128,test,All,start_premium_trial,1
128,test,All,purchase_quarterly,2
128,test,Mix,add_to_playlist,3
128,test,Mix,add_to_playlist,6
128,test,Mix,add_to_playlist,12
128,test,Mix,add_to_playlist,18
128,test,All,renew,30
129,control,All,start_premium_trial,3
129,control,All,purchase_monthly,5
129,control,Podcast,add_to_playlist,27
129,control,All,cancel,30
130,test,All,purchase_monthly,3
130,test,All,start_premium_trial,10
130,test,Music,add_to_playlist,19
130,test,Music,add_to_playlist,25
130,test,All,cancel,30
131,control,Podcast,add_to_playlist,1
131,control,Podcast,add_to_playlist,13
131,control,Podcast,add_to_playlist,18
131,control,Podcast,add_to_playlist,22
131,control,All,start_premium_trial,27
131,control,All,purchase_monthly,27
131,control,Podcast,add_to_playlist,28
131,control,All,renew,30
132,control,Music,add_to_playlist,1
132,control,Music,add_to_playlist,2
132,control,Music,add_to_playlist,8
132,control,Music,add_to_playlist,9
132,control,All,start_premium_trial,14
132,control,All,purchase_monthly,14
132,control,Music,add_to_playlist,21
132,control,Music,add_to_playlist,25
132,control,Music,add_to_playlist,29
132,control,All,renew,30
133,test,Music,add_to_playlist,5
133,test,All,purchase_annual,21
133,test,All,renew,30
134,control,All,start_premium_trial,6
134,control,All,purchase_monthly,6
134,control,Music,add_to_playlist,16
134,control,Music,add_to_playlist,18
134,control,Music,add_to_playlist,26
134,control,All,cancel,30
135,test,Music,add_to_playlist,5
135,test,Music,add_to_playlist,10
135,test,Music,add_to_playlist,14
135,test,All,start_premium_trial,17
135,test,All,purchase_quarterly,18
135,test,Music,add_to_playlist,19
135,test,All,renew,30
136,control,Music,add_to_playlist,20
136,control,All,purchase_monthly,24
136,control,All,start_premium_trial,27
136,control,Music,add_to_playlist,28
136,control,Music,add_to_playlist,30
136,control,All,renew,30
137,test,All,start_premium_trial,12
137,test,All,purchase_monthly,12
137,test,Mix,add_to_playlist,16
137,test,Mix,add_to_playlist,23
137,test,Mix,add_to_playlist,25
137,test,All,renew,30
139,control,Mix,add_to_playlist,3
139,control,All,start_premium_trial,8
139,control,All,purchase_monthly,8
139,control,Mix,add_to_playlist,11
139,control,Mix,add_to_playlist,24
139,control,Mix,add_to_playlist,27
139,control,Mix,add_to_playlist,30
139,control,All,renew,30
140,control,All,start_premium_trial,3
140,control,All,purchase_quarterly,4
140,control,Mix,add_to_playlist,6
140,control,Mix,add_to_playlist,15
140,control,Mix,add_to_playlist,18
140,control,Mix,add_to_playlist,23
140,control,All,cancel,30
141,test,Mix,add_to_playlist,7
141,test,All,purchase_monthly,7
141,test,Mix,add_to_playlist,9
141,test,All,start_premium_trial,13
141,test,Mix,add_to_playlist,19
141,test,All,renew,30
142,test,Podcast,add_to_playlist,13
142,test,Podcast,add_to_playlist,16
143,test,Music,add_to_playlist,17
143,test,All,start_premium_trial,27
143,test,All,purchase_monthly,29
143,test,All,cancel,30
144,control,All,start_premium_trial,6
144,control,All,purchase_monthly,8
144,control,Music,add_to_playlist,16
144,control,Music,add_to_playlist,29
144,control,All,renew,30
145,test,All,start_premium_trial,2
145,test,All,purchase_monthly,2
145,test,Mix,add_to_playlist,11
145,test,Mix,add_to_playlist,18
145,test,Mix,add_to_playlist,19
145,test,Mix,add_to_playlist,30
145,test,All,renew,30
146,test,Podcast,add_to_playlist,1
146,test,Podcast,add_to_playlist,5
146,test,All,purchase_annual,13
146,test,Podcast,add_to_playlist,19
146,test,All,renew,30
147,control,Music,add_to_playlist,2
147,control,Music,add_to_playlist,6
147,control,Music,add_to_playlist,8
147,control,Music,add_to_playlist,15
147,control,All,start_premium_trial,17
147,control,All,purchase_quarterly,17
147,control,All,renew,30
148,test,Mix,add_to_playlist,14
149,control,All,start_premium_trial,3
149,control,All,purchase_monthly,3
149,control,Music,add_to_playlist,11
149,control,Music,add_to_playlist,23
149,control,Music,add_to_playlist,25
149,control,All,renew,30
150,control,Podcast,add_to_playlist,3
150,control,Podcast,add_to_playlist,7
150,control,Podcast,add_to_playlist,12
150,control,Podcast,add_to_playlist,14
150,control,Podcast,add_to_playlist,16
150,control,Podcast,add_to_playlist,19
150,control,All,start_premium_trial,21
150,control,All,purchase_monthly,21
150,control,All,renew,30
151,control,Mix,add_to_playlist,8
151,control,All,start_premium_trial,9
151,control,All,purchase_monthly,9
151,control,Mix,add_to_playlist,19
151,control,Mix,add_to_playlist,29
151,control,All,renew,30
152,control,All,start_premium_trial,1
152,control,All,purchase_annual,1
152,control,Music,add_to_playlist,3
152,control,Music,add_to_playlist,13
152,control,Music,add_to_playlist,19
152,control,Music,add_to_playlist,23
152,control,All,renew,30
153,control,Music,add_to_playlist,3
153,control,Music,add_to_playlist,7
153,control,Music,add_to_playlist,11
153,control,Music,add_to_playlist,14
153,control,Music,add_to_playlist,25
154,control,All,start_premium_trial,28
154,control,All,purchase_quarterly,28
154,control,All,renew,30
155,control,Music,add_to_playlist,3
155,control,All,start_premium_trial,11
155,control,All,purchase_monthly,12
155,control,Music,add_to_playlist,19
155,control,Music,add_to_playlist,23
155,control,All,renew,30
156,test,All,start_premium_trial,2
156,test,All,purchase_monthly,2
156,test,Music,add_to_playlist,14
156,test,Music,add_to_playlist,15
156,test,Music,add_to_playlist,25
156,test,Music,add_to_playlist,29
156,test,All,renew,30
157,control,Music,add_to_playlist,2
157,control,Music,add_to_playlist,16
157,control,Music,add_to_playlist,17
157,control,Music,add_to_playlist,19
158,test,Music,add_to_playlist,8
158,test,Music,add_to_playlist,15
158,test,All,start_premium_trial,17
158,test,All,purchase_monthly,17
158,test,Music,add_to_playlist,27
158,test,All,renew,30
159,test,All,start_premium_trial,3
159,test,All,purchase_quarterly,3
159,test,Music,add_to_playlist,16
159,test,Music,add_to_playlist,23
